ICS209,citation_link,date,time,unique_fact
38,https://twitter.com/GeenaArevalo/status/1169755175067762699,9/5/2019,7:32:00 PM,"""SOLD OUT: This gas station in Elizabeth City, NC is out of fuel. The store clerk said they usually sell around 1,500 gallons of fuel a day but as people prepare for Hurricane Dorian, they’ve sold close to 4,000 gallons a day. Zone A is under mandatory evacuation order."""
30,https://twitter.com/CNN/status/1169756707490291714,9/5/2019,7:38:00 PM,"""Storm chaser Brandon Clement says he was one of the first to fly over and see the devastation Hurricane Dorian caused in the Bahamas. “I’ve even seen some homes that… [had] 8- to-10 inch concrete reinforced with steel, just completely destroyed,"" he says."""
34,https://twitter.com/GovWhitmer/status/1169758075626110976?s=20,9/5/2019,7:43:00 PM,"MI Task Force 1 has finished their deployment to Florida, and are now heading to North Carolina to assist with the Hurricane Dorian response"
38,https://twitter.com/JimCantore/status/1169757876463837185?s=20,9/5/2019,7:43:00 PM,"UF& @weatherflow are nearly 2 miles from my Kure Beach, NC location w/an anemometer that is gusting over 65mph.  Center of Dorian about 50 miles to my southeast w/hurricane gusts about 30 miles"
31,https://fb.watch/i-9ty4V2OA/,9/6/2019,4:12:00 PM,People in the Bahamas say they're scouring for basic supplies after Hurricane Dorian
34,https://fb.watch/i-9T1pgDYF/,9/6/2019,6:13:00 PM,PETA's Emergency Rescue team wasted NO time leaping into action after receiving a report of a pelican who was unable to fly and stranded on a bridge in the middle of Hurricane Dorian. Four more wind-battered birds were found and all were brought to safet
34,https://twitter.com/nspowerinc/status/1170112547699220480?s=20,9/6/2019,7:12:00 PM,"Crews are gathering from across Nova Scotia, New Brunswick, Ontario and Quebec as we prepare for Hurricane #Dorian. "
34,https://twitter.com/Bahamaspress/status/1170113544878211073?s=20,9/6/2019,7:16:00 PM,A Canadian Hurricane Dorian Relief Mission Aircraft has arrived at LPIA
30,https://twitter.com/Quicktake/status/1170114826884014080?s=20,9/6/2019,7:21:00 PM,Hurricane Dorian flooded streets in Virginia Beach
30,https://twitter.com/EdPiotrowski/status/1170118578412105730?s=20,9/6/2019,7:36:00 PM,Hurricane #Dorian's storm surge washed over Pawley Island Thursday. The process of removing the sand is underway.  Drone video via Robbie Bischoff
34,https://fb.watch/i-aCMwHHbL/,9/7/2019,3:03:00 PM,"More than a thousand Bahamians evacuated by the Grand Celebration cruise ship arrived in Palm beach, Florida, after it dropped more than 112 tons of supplies in Freeport, Grand Bahama in the wake of Hurricane Dorian's catastrophic damage to the Bahamas"
30,https://fb.watch/i-ajuCD80O/,9/9/2019,9:30:00 AM,"""I have no words to say how bad... maybe 1 in 10 house is standing,"" says one resident working to organize relief aid for victims"
30,https://fb.watch/i-bvIjeKhW/,9/9/2019,11:45:00 AM,"Hurricane Dorian has left nearly 70,000 Bahamians homeless and hundreds more are desperately looking for a way out. Over the weekend, as evacuations continue, dozens of Bahamians were told to get off a ferry headed to the US"
